山楂,山楂,shan1 zha1,ʂan ʈʂa
山寨,山寨,shan1 zhai4,ʂan ʈʂaɪ
山寨黨,山寨党,shan1 zhai4 dang3,ʂan ʈʂaɪ tɑŋ
山珍海味,山珍海味,shan1 zhen1 hai3 wei4,ʂan ʈʂən xaɪ wɤ
閃電,闪电,shan3 dian4,ʂan tjɛn
陝甘寧邊區,陕甘宁边区,shan3 gan1 ning2 bian1 qu1,ʂan kan niŋ pjɛn tɕʰy
閃亮,闪亮,shan3 liang4,ʂan ljɑŋ
閃神,闪神,shan3 shen2,ʂan ʂən
閃爍,闪烁,shan3 shuo4,ʂan ʂwɔ
撣邦,掸邦,shan4 bang1,ʂan pɑŋ
扇貝,扇贝,shan4 bei4,ʂan bɤ
嬗變,嬗变,shan4 bian4,ʂan pjɛn
擅長,擅长,shan4 chang2,ʂan ʈʂʰɑŋ
善惡有報,善恶有报,shan4 e4 you3 bao4,ʂan ɤ yoʊ pɑʊ
善良,善良,shan4 liang2,ʂan ljɑŋ
騸馬,骟马,shan4 ma3,ʂan ma
疝氣,疝气,shan4 qi4,ʂan tɕʰi
禪讓,禅让,shan4 rang4,ʂan ʐɑŋ
撣人,掸人,shan4 ren2,ʂan ʐən
膳食,膳食,shan4 shi2,ʂan ʂɨ
疝痛,疝痛,shan4 tong4,ʂan tʰʊŋ
汕頭,汕头,shan4 tou2,ʂan tʰoʊ
善為士者不武,善为士者不武,shan4 wei2 shi4 zhe3 bu4 wu3,ʂan wɤ ʂɨ ʈʂɤ pu u
訕笑,讪笑,shan4 xiao4,ʂan ɕjɑʊ
繕寫,缮写,shan4 xie3,ʂan ɕjɛ
贍養費,赡养费,shan4 yang3 fei4,ʂan jɑŋ fɤ
善於,善于,shan4 yu2,ʂan y
鱔魚,鳝鱼,shan4 yu2,ʂan y
善於交際,善于交际,shan4 yu2 jiao1 ji4,ʂan y tɕjɑʊ tɕi
善於應對,善于应对,shan4 yu2 ying4 dui4,ʂan y iŋ tweɪ
善哉,善哉,shan4 zai1,ʂan tsaɪ
擅自,擅自,shan4 zi4,ʂan tsɯ
扇子,扇子,shan4 zi5,ʂan tsɯ
撣族,掸族,shan4 zu2,ʂan tsu
傷疤,伤疤,shang1 ba1,ʂɑŋ pa
傷慘,伤惨,shang1 can3,ʂɑŋ tsʰan
商城,商城,shang1 cheng2,ʂɑŋ ʈʂʰɤŋ
商船,商船,shang1 chuan2,ʂɑŋ ʈʂʰwan
商賈,商贾,shang1 gu3,ʂɑŋ ku
商賈,商贾,shang1 gu3,ʂɑŋ ku
傷害,伤害,shang1 hai4,ʂɑŋ xaɪ
傷痕,伤痕,shang1 hen2,ʂɑŋ xən
傷痕纍纍,伤痕累累,shang1 hen2 lei2 lei2,ʂɑŋ xən lɤ lɤ
商家,商家,shang1 jia1,ʂɑŋ tɕja
傷口,伤口,shang1 kou3,ʂɑŋ kʰoʊ
商量,商量,shang1 liang2,ʂɑŋ ljɑŋ
傷腦筋,伤脑筋,shang1 nao3 jin1,ʂɑŋ nɑʊ tɕin
商品,商品,shang1 pin3,ʂɑŋ pʰin
商品房,商品房,shang1 pin3 fang2,ʂɑŋ pʰin fɑŋ
商榷,商榷,shang1 que4,ʂɑŋ tɕʰɥœ
商人,商人,shang1 ren2,ʂɑŋ ʐən
傷亡,伤亡,shang1 wang2,ʂɑŋ wɑŋ
商務,商务,shang1 wu4,ʂɑŋ u
傷心慘目,伤心惨目,shang1 xin1 can3 mu4,ʂɑŋ ɕin tsʰan mu
商業,商业,shang1 ye4,ʂɑŋ jɛ
商議,商议,shang1 yi4,ʂɑŋ i
商酌,商酌,shang1 zhuo2,ʂɑŋ ʈʂwɔ
賞賜,赏赐,shang3 ci4,ʂɑŋ tsʰɯ
賞給,赏给,shang3 gei3,ʂɑŋ kɤ
賞光,赏光,shang3 guang1,ʂɑŋ kwɑŋ
賞金,赏金,shang3 jin1,ʂɑŋ tɕin
賞賚,赏赉,shang3 lai4,ʂɑŋ laɪ
晌禮,晌礼,shang3 li3,ʂɑŋ li
賞臉,赏脸,shang3 lian3,ʂɑŋ ljɛn
賞梅,赏梅,shang3 mei2,ʂɑŋ mɤ
賞錢,赏钱,shang3 qian2,ʂɑŋ tɕʰjɛn
賞識,赏识,shang3 shi2,ʂɑŋ ʂɨ
賞玩,赏玩,shang3 wan2,ʂɑŋ wan
賞雪,赏雪,shang3 xue3,ʂɑŋ ɕɥœ
賞月,赏月,shang3 yue4,ʂɑŋ ɥœ
上班,上班,shang4 ban1,ʂɑŋ pan
上班族,上班族,shang4 ban1 zu2,ʂɑŋ pan tsu
上半場,上半场,shang4 ban4 chang3,ʂɑŋ pan ʈʂʰɑŋ
上膘,上膘,shang4 biao1,ʂɑŋ pjɑʊ
上廁所,上厕所,shang4 ce4 suo3,ʂɑŋ tsʰɤ swɔ
上場,上场,shang4 chang3,ʂɑŋ ʈʂʰɑŋ
上車,上车,shang4 che1,ʂɑŋ ʈʂʰɤ
上次,上次,shang4 ci4,ʂɑŋ tsʰɯ
上當,上当,shang4 dang4,ʂɑŋ tɑŋ
上當受騙,上当受骗,shang4 dang4 shou4 pian4,ʂɑŋ tɑŋ ʂoʊ pʰjɛn
上帝,上帝,shang4 di4,ʂɑŋ ti
上吊,上吊,shang4 diao4,ʂɑŋ tjɑʊ
上個禮拜,上个礼拜,shang4 ge5 li3 bai4,ʂɑŋ kɤ li paɪ
上個星期,上个星期,shang4 ge5 xing1 qi1,ʂɑŋ kɤ ɕiŋ tɕʰi
上個月,上个月,shang4 ge5 yue4,ʂɑŋ kɤ ɥœ
上供,上供,shang4 gong4,ʂɑŋ kʊŋ
上頜,上颌,shang4 he2,ʂɑŋ xɤ
上頜骨,上颌骨,shang4 he2 gu3,ʂɑŋ xɤ ku
上級,上级,shang4 ji2,ʂɑŋ tɕi
上架,上架,shang4 jia4,ʂɑŋ tɕja
上將,上将,shang4 jiang4,ʂɑŋ tɕjɑŋ
上節目,上节目,shang4 jie2 mu4,ʂɑŋ tɕjɛ mu
上勁,上劲,shang4 jin4,ʂɑŋ tɕin
上課,上课,shang4 ke4,ʂɑŋ kʰɤ
上空,上空,shang4 kong1,ʂɑŋ kʰʊŋ
上來,上来,shang4 lai5,ʂɑŋ laɪ
上流,上流,shang4 liu2,ʂɑŋ ljoʊ
上門,上门,shang4 men2,ʂɑŋ mən
上門服務,上门服务,shang4 men2 fu2 wu4,ʂɑŋ mən fu u
上面,上面,shang4 mian4,ʂɑŋ mjɛn
上舖,上铺,shang4 pu4,ʂɑŋ pʰu
上氣不接下氣,上气不接下气,shang4 qi4 bu4 jie1 xia4 qi4,ʂɑŋ tɕʰi pu tɕjɛ ɕja tɕʰi
上前,上前,shang4 qian2,ʂɑŋ tɕʰjɛn
尚且,尚且,shang4 qie3,ʂɑŋ tɕʰjɛ
上去,上去,shang4 qu5,ʂɑŋ tɕʰy
上任,上任,shang4 ren4,ʂɑŋ ʐən
上上下下,上上下下,shang4 shang4 xia4 xia4,ʂɑŋ ʂɑŋ ɕja ɕja
上升,上升,shang4 sheng1,ʂɑŋ ʂɤŋ
上市,上市,shang4 shi4,ʂɑŋ ʂɨ
上訴,上诉,shang4 su4,ʂɑŋ su
上算,上算,shang4 suan4,ʂɑŋ swan
上天堂,上天堂,shang4 tian1 tang2,ʂɑŋ tʰjɛn tʰɑŋ
上網,上网,shang4 wang3,ʂɑŋ wɑŋ
上尉,上尉,shang4 wei4,ʂɑŋ wɤ
尚未,尚未,shang4 wei4,ʂɑŋ wɤ
尚未婚配,尚未婚配,shang4 wei4 hun1 pei4,ʂɑŋ wɤ xwən pɤ
上文,上文,shang4 wen2,ʂɑŋ wən
上下班,上下班,shang4 xia4 ban1,ʂɑŋ ɕja pan
上下攀援,上下攀援,shang4 xia4 pan1 yuan2,ʂɑŋ ɕja pʰan ɥœn
上下文,上下文,shang4 xia4 wen2,ʂɑŋ ɕja wən
上弦,上弦,shang4 xian2,ʂɑŋ ɕjɛn
上弦月,上弦月,shang4 xian2 yue4,ʂɑŋ ɕjɛn ɥœ
上校,上校,shang4 xiao4,ʂɑŋ ɕjɑʊ
上星期,上星期,shang4 xing1 qi1,ʂɑŋ ɕiŋ tɕʰi
上學,上学,shang4 xue2,ʂɑŋ ɕɥœ
上旬,上旬,shang4 xun2,ʂɑŋ ɕyn
上一次當，學一次乖,上一次当，学一次乖,shang4 yi2 ci4 dang4 xue2 yi2 ci4 guai1,ʂɑŋ i tsʰɯ tɑŋ ɕɥœ i tsʰɯ kwaɪ
上癮,上瘾,shang4 yin3,ʂɑŋ in
上癮,上瘾,shang4 yin3,ʂɑŋ in
上有天堂，下有蘇杭,上有天堂，下有苏杭,shang4 you3 tian1 tang2 xia4 you3 su1 hang2,ʂɑŋ yoʊ tʰjɛn tʰɑŋ ɕja yoʊ su xɑŋ
上載,上载,shang4 zai4,ʂɑŋ tsaɪ
上週,上周,shang4 zhou1,ʂɑŋ ʈʂoʊ
筲袋,筲袋,shao1 dai4,ʂɑʊ taɪ
稍等,稍等,shao1 deng3,ʂɑʊ tɤŋ
筲斗,筲斗,shao1 dou3,ʂɑʊ toʊ
燒毀,烧毁,shao1 hui3,ʂɑʊ xweɪ
燒鹼,烧硷,shao1 jian3,ʂɑʊ tɕjɛn
燒焦,烧焦,shao1 jiao1,ʂɑʊ tɕjɑʊ
燒酒,烧酒,shao1 jiu3,ʂɑʊ tɕjoʊ
筲籮,筲箩,shao1 luo2,ʂɑʊ lwɔ
燒傷,烧伤,shao1 shang1,ʂɑʊ ʂɑŋ
稍事,稍事,shao1 shi4,ʂɑʊ ʂɨ
燒鑠,烧铄,shao1 shuo4,ʂɑʊ ʂwɔ
筲桶,筲桶,shao1 tong3,ʂɑʊ tʰʊŋ
稍微,稍微,shao1 wei1,ʂɑʊ wɤ
燒香,烧香,shao1 xiang1,ʂɑʊ ɕjɑŋ
稍早,稍早,shao1 zao3,ʂɑʊ tsɑʊ
燒製,烧制,shao1 zhi4,ʂɑʊ ʈʂɨ
燒製陶器,烧制陶器,shao1 zhi4 tao2 qi4,ʂɑʊ ʈʂɨ tʰɑʊ tɕʰi
燒煮,烧煮,shao1 zhu3,ʂɑʊ ʈʂu
筲子,筲子,shao1 zi5,ʂɑʊ tsɯ
稍縱即逝,稍纵即逝,shao1 zong4 ji2 shi4,ʂɑʊ tsʊŋ tɕi ʂɨ
韶光,韶光,shao2 guang1,ʂɑʊ kwɑŋ
韶華,韶华,shao2 hua2,ʂɑʊ xwa
少安毋躁,少安毋躁,shao3 an1 wu2 zao4,ʂɑʊ an u tsɑʊ
少花錢多辦事,少花钱多办事,shao3 hua1 qian2 duo1 ban4 shi4,ʂɑʊ xwa tɕʰjɛn twɔ pan ʂɨ
少見多怪,少见多怪,shao3 jian4 duo1 guai4,ʂɑʊ tɕjɛn twɔ kwaɪ
少時,少时,shao3 shi2,ʂɑʊ ʂɨ
少數,少数,shao3 shu4,ʂɑʊ ʂu
少一點,少一点,shao3 yi4 dian3,ʂɑʊ i tjɛn
少於,少于,shao3 yu2,ʂɑʊ y
少白頭,少白头,shao4 bai2 tou2,ʂɑʊ paɪ tʰoʊ
哨兵,哨兵,shao4 bing1,ʂɑʊ piŋ
少不更事,少不更事,shao4 bu4 geng1 shi4,ʂɑʊ pu kɤŋ ʂɨ
少將,少将,shao4 jiang4,ʂɑʊ tɕjɑŋ
劭令,劭令,shao4 ling4,ʂɑʊ liŋ
劭美,劭美,shao4 mei3,ʂɑʊ mɤ
少男,少男,shao4 nan2,ʂɑʊ nan
少年,少年,shao4 nian2,ʂɑʊ njɛn
少年得志,少年得志,shao4 nian2 de2 zhi4,ʂɑʊ njɛn tɤ ʈʂɨ
少年老成,少年老成,shao4 nian2 lao3 cheng2,ʂɑʊ njɛn lɑʊ ʈʂʰɤŋ
少女,少女,shao4 nv3,ʂɑʊ ny
少時,少时,shao4 shi2,ʂɑʊ ʂɨ
潲水,潲水,shao4 shui3,ʂɑʊ ʂweɪ
少尉,少尉,shao4 wei4,ʂɑʊ wɤ
少校,少校,shao4 xiao4,ʂɑʊ ɕjɑʊ
少爺,少爷,shao4 ye2,ʂɑʊ jɛ
少壯不努力，老大徒傷悲,少壮不努力，老大徒伤悲,shao4 zhuang4 bu4 nu3 li4 lao3 da4 tu2 shang1 bei1,ʂɑʊ ʈʂwɑŋ pu nu li lɑʊ ta tʰu ʂɑŋ bɤ
奢侈浪費,奢侈浪费,she1 chi2 lang4 fei4,ʂɤ ʈʂʰɨ lɑŋ fɤ
奢侈,奢侈,she1 chi3,ʂɤ ʈʂʰɨ
奢侈品,奢侈品,she1 chi3 pin3,ʂɤ ʈʂʰɨ pʰin
猞猁,猞猁,she1 li4,ʂɤ li
奢糜,奢糜,she1 mi2,ʂɤ mi
奢靡,奢靡,she1 mi2,ʂɤ mi
奢靡,奢靡,she1 mi2,ʂɤ mi
奢望,奢望,she1 wang4,ʂɤ wɑŋ
畲族,畲族,she1 zu2,ʂɤ tsu
折本,折本,she2 ben3,ʂɤ pən
舌敝脣焦,舌敝唇焦,she2 bi4 chun2 jiao1,ʂɤ pi ʈʂʰwən tɕjɑʊ
舌尖,舌尖,she2 jian1,ʂɤ tɕjɛn
蛇皮,蛇皮,she2 pi2,ʂɤ pʰi
舌苔,舌苔,she2 tai1,ʂɤ tʰaɪ
舌頭,舌头,she2 tou5,ʂɤ tʰoʊ
蛇行,蛇行,she2 xing2,ʂɤ ɕiŋ
舌戰,舌战,she2 zhan4,ʂɤ ʈʂan
捨不得,舍不得,she3 bu5 de2,ʂɤ pu tɤ
捨己救人,舍己救人,she3 ji3 jiu4 ren2,ʂɤ tɕi tɕjoʊ ʐən
捨己為人,舍己为人,she3 ji3 wei2 ren2,ʂɤ tɕi wɤ ʐən
捨近求遠,舍近求远,she3 jin4 qiu2 yuan3,ʂɤ tɕin tɕʰjoʊ ɥœn
捨命,舍命,she3 ming4,ʂɤ miŋ
捨棄,舍弃,she3 qi4,ʂɤ tɕʰi
捨去,舍去,she3 qu4,ʂɤ tɕʰy
捨生取義,舍生取义,she3 sheng1 qu3 yi4,ʂɤ ʂɤŋ tɕʰy i
捨生忘死,舍生忘死,she3 sheng1 wang4 si3,ʂɤ ʂɤŋ wɑŋ sɯ
設備差,设备差,she4 bei4 cha4,ʂɤ bɤ ʈʂʰa
射程,射程,she4 cheng2,ʂɤ ʈʂʰɤŋ
設定,设定,she4 ding4,ʂɤ tiŋ
社工人員,社工人员,she4 gong1 ren2 yuan2,ʂɤ kʊŋ ʐən ɥœn
社會,社会,she4 hui4,ʂɤ xweɪ
社會福利,社会福利,she4 hui4 fu2 li4,ʂɤ xweɪ fu li
社會花絮,社会花絮,she4 hui4 hua1 xu4,ʂɤ xweɪ xwa ɕy
社會聲望,社会声望,she4 hui4 sheng1 wang4,ʂɤ xweɪ ʂɤŋ wɑŋ
社會輿論,社会舆论,she4 hui4 yu2 lun4,ʂɤ xweɪ y lwən
社會主義,社会主义,she4 hui4 zhu3 yi4,ʂɤ xweɪ ʈʂu i
射擊,射击,she4 ji1,ʂɤ tɕi
涉及,涉及,she4 ji2,ʂɤ tɕi
社稷,社稷,she4 ji4,ʂɤ tɕi
設計,设计,she4 ji4,ʂɤ tɕi
設計師,设计师,she4 ji4 shi1,ʂɤ tɕi ʂɨ
射箭,射箭,she4 jian4,ʂɤ tɕjɛn
射箭能手,射箭能手,she4 jian4 neng2 shou3,ʂɤ tɕjɛn nɤŋ ʂoʊ
社交,社交,she4 jiao1,ʂɤ tɕjɑʊ
社交場合,社交场合,she4 jiao1 chang3 he2,ʂɤ tɕjɑʊ ʈʂʰɑŋ xɤ
社交活動,社交活动,she4 jiao1 huo2 dong4,ʂɤ tɕjɑʊ xwɔ tʊŋ
設醮,设醮,she4 jiao4,ʂɤ tɕjɑʊ
設立,设立,she4 li4,ʂɤ li
社論,社论,she4 lun4,ʂɤ lwən
赦免,赦免,she4 mian3,ʂɤ mjɛn
攝取,摄取,she4 qu3,ʂɤ tɕʰy
設身處地,设身处地,she4 shen1 chu3 di4,ʂɤ ʂən ʈʂʰu ti
設施,设施,she4 shi1,ʂɤ ʂɨ
攝氏度,摄氏度,she4 shi4 du4,ʂɤ ʂɨ tu
社團,社团,she4 tuan2,ʂɤ tʰwan
涉嫌,涉嫌,she4 xian2,ʂɤ ɕjɛn
麝香,麝香,she4 xiang1,ʂɤ ɕjɑŋ
攝像師,摄像师,she4 xiang4 shi1,ʂɤ ɕjɑŋ ʂɨ
設宴,设宴,she4 yan4,ʂɤ jɛn
攝影,摄影,she4 ying3,ʂɤ iŋ
攝影機,摄影机,she4 ying3 ji1,ʂɤ iŋ tɕi
攝影師,摄影师,she4 ying3 shi1,ʂɤ iŋ ʂɨ
赦宥,赦宥,she4 you4,ʂɤ yoʊ
設置 ,设置 ,she4 zhi4,ʂɤ ʈʂɨ
涉足,涉足,she4 zu2,ʂɤ tsu
誰的,谁的,shei2 de5,ʂɤ tɤ
誰都,谁都,shei2 dou1,ʂɤ toʊ
深奧,深奥,shen1 ao4,ʂən ɑʊ
申辦,申办,shen1 ban4,ʂən pan
申辯,申辩,shen1 bian4,ʂən pjɛn
深表遺憾,深表遗憾,shen1 biao3 yi2 han4,ʂən pjɑʊ i xan
身不由己,身不由己,shen1 bu4 you2 ji3,ʂən pu yoʊ tɕi
伸出,伸出,shen1 chu1,ʂən ʈʂʰu
伸出援手,伸出援手,shen1 chu1 yuan2 shou3,ʂən ʈʂʰu ɥœn ʂoʊ
身處險境,身处险境,shen1 chu3 xian3 jing4,ʂən ʈʂʰu ɕjɛn tɕiŋ
深度,深度,shen1 du4,ʂən tu
身份,身份,shen1 fen4,ʂən fən
身份證,身份证,shen1 fen4 zheng4,ʂən fən ʈʂɤŋ
深孚眾望,深孚众望,shen1 fu2 zhong4 wang4,ʂən fu ʈʂʊŋ wɑŋ
身高,身高,shen1 gao1,ʂən kɑʊ
深耕,深耕,shen1 geng1,ʂən kɤŋ
深耕細耙,深耕细耙,shen1 geng1 xi4 ba4,ʂən kɤŋ ɕi pa
深溝高壘,深沟高垒,shen1 gou1 gao1 lei3,ʂən koʊ kɑʊ lɤ
深海,深海,shen1 hai3,ʂən xaɪ
身價,身价,shen1 jia4,ʂən tɕja
身兼數職,身兼数职,shen1 jian1 shu4 zhi2,ʂən tɕjɛn ʂu ʈʂɨ
深交,深交,shen1 jiao1,ʂən tɕjɑʊ
深刻,深刻,shen1 ke4,ʂən kʰɤ
伸懶腰,伸懒腰,shen1 lan3 yao1,ʂən lan jɑʊ
身旁,身旁,shen1 pang2,ʂən pʰɑŋ
申請,申请,shen1 qing3,ʂən tɕʰiŋ
申請書,申请书,shen1 qing3 shu1,ʂən tɕʰiŋ ʂu
深秋,深秋,shen1 qiu1,ʂən tɕʰjoʊ
伸曲,伸曲,shen1 qu1,ʂən tɕʰy
身軀,身躯,shen1 qu1,ʂən tɕʰy
深入淺出,深入浅出,shen1 ru4 qian3 chu1,ʂən ʐu tɕʰjɛn ʈʂʰu
深山,深山,shen1 shan1,ʂən ʂan
身上,身上,shen1 shang5,ʂən ʂɑŋ
莘莘,莘莘,shen1 shen1,ʂən ʂən
莘莘學子,莘莘学子,shen1 shen1 xue2 zi3,ʂən ʂən ɕɥœ tsɯ
紳士,绅士,shen1 shi4,ʂən ʂɨ
身首異處,身首异处,shen1 shou3 yi4 chu4,ʂən ʂoʊ i ʈʂʰu
身受重傷,身受重伤,shen1 shou4 zhong4 shang1,ʂən ʂoʊ ʈʂʊŋ ʂɑŋ
申述,申述,shen1 shu4,ʂən ʂu
申述來意,申述来意,shen1 shu4 lai2 yi4,ʂən ʂu laɪ i
申述理由,申述理由,shen1 shu4 li3 you2,ʂən ʂu li yoʊ
申述緣由,申述缘由,shen1 shu4 yuan2 you2,ʂən ʂu ɥœn yoʊ
深水,深水,shen1 shui3,ʂən ʂweɪ
深水炸彈,深水炸弹,shen1 shui3 zha4 dan4,ʂən ʂweɪ ʈʂa tan
申訴,申诉,shen1 su4,ʂən su
深邃,深邃,shen1 sui4,ʂən sweɪ
深潭,深潭,shen1 tan2,ʂən tʰan
身體健康,身体健康,shen1 ti3 jian4 kang1,ʂən tʰi tɕjɛn kʰɑŋ
身體瓤,身体瓤,shen1 ti3 rang2,ʂən tʰi ʐɑŋ
身體虛弱,身体虚弱,shen1 ti3 xu1 ruo4,ʂən tʰi ɕy ʐwɔ
身亡,身亡,shen1 wang2,ʂən wɑŋ
深為感佩,深为感佩,shen1 wei2 gan3 pei4,ʂən wɤ kan pɤ
身心健康,身心健康,shen1 xin1 jian4 kang1,ʂən ɕin tɕjɛn kʰɑŋ
深信,深信,shen1 xin4,ʂən ɕin
深夜,深夜,shen1 ye4,ʂən jɛ
呻吟,呻吟,shen1 yin2,ʂən in
身與時舛,身与时舛,shen1 yu3 shi2 chuan3,ʂən y ʂɨ ʈʂʰwan
身在福中不知福,身在福中不知福,shen1 zai4 fu2 zhong1 bu4 zhi1 fu2,ʂən tsaɪ fu ʈʂʊŋ pu ʈʂɨ fu
深宅大院,深宅大院,shen1 zhai2 da4 yuan4,ʂən ʈʂaɪ ta ɥœn
伸展,伸展,shen1 zhan3,ʂən ʈʂan
深圳,深圳,shen1 zhen4,ʂən ʈʂən
深致歉意,深致歉意,shen1 zhi4 qian4 yi4,ʂən ʈʂɨ tɕʰjɛn i
身著,身着,shen1 zhuo2,ʂən ʈʂwɔ
身子,身子,shen1 zi5,ʂən tsɯ
身子骨,身子骨,shen1 zi5 gu3,ʂən tsɯ ku
神不守舍,神不守舍,shen2 bu4 shou3 she4,ʂən pu ʂoʊ ʂɤ
神不知，鬼不覺,神不知，鬼不觉,shen2 bu4 zhi1 gui3 bu4 jue2,ʂən pu ʈʂɨ kweɪ pu tɕɥœ
神采,神采,shen2 cai3,ʂən tsʰaɪ
神采飛揚,神采飞扬,shen2 cai3 fei1 yang2,ʂən tsʰaɪ fɤ jɑŋ
神采奕奕,神采奕奕,shen2 cai3 yi4 yi4,ʂən tsʰaɪ i i
神出鬼沒,神出鬼没,shen2 chu1 gui3 mo4,ʂən ʈʂʰu kweɪ mwɔ
神殿,神殿,shen2 dian4,ʂən tjɛn
神佛,神佛,shen2 fo2,ʂən fwɔ
神話,神话,shen2 hua4,ʂən xwa
神魂不定,神魂不定,shen2 hun2 bu2 ding4,ʂən xwən pu tiŋ
神魂顛倒,神魂颠倒,shen2 hun2 dian1 dao3,ʂən xwən tjɛn tɑʊ
神經病,神经病,shen2 jing1 bing4,ʂən tɕiŋ piŋ
神龕,神龛,shen2 kan1,ʂən kʰan
神靈,神灵,shen2 ling2,ʂən liŋ
什麼,什么,shen2 me5,ʂən mɤ
什麼都,什么都,shen2 me5 dou1,ʂən mɤ toʊ
什麼時候,什么时候,shen2 me5 shi2 hou5,ʂən mɤ ʂɨ xoʊ
什麼樣,什么样,shen2 me5 yang5,ʂən mɤ jɑŋ
神秘,神秘,shen2 mi4,ʂən mi
神明,神明,shen2 ming2,ʂən miŋ
神祇,神祇,shen2 qi2,ʂən tɕʰi
神清氣爽,神清气爽,shen2 qing1 qi4 shuang3,ʂən tɕʰiŋ tɕʰi ʂwɑŋ
神情,神情,shen2 qing2,ʂən tɕʰiŋ
神情畢肖,神情毕肖,shen2 qing2 bi4 xiao4,ʂən tɕʰiŋ pi ɕjɑʊ
神情抑鬱,神情抑郁,shen2 qing2 yi4 yu4,ʂən tɕʰiŋ i y
神情自若,神情自若,shen2 qing2 zi4 ruo4,ʂən tɕʰiŋ tsɯ ʐwɔ
神色,神色,shen2 se4,ʂən sɤ
神色匆忙,神色匆忙,shen2 se4,ʂən sɤ
神色匆遽,神色匆遽,shen2 se4 cong1 ju4,ʂən sɤ tsʰʊŋ tɕy
神色慌張,神色慌张,shen2 se4 huang1 zhang1,ʂən sɤ xwɑŋ ʈʂɑŋ
神色突變,神色突变,shen2 se4 tu1 bian4,ʂən sɤ tʰu pjɛn
神色張皇,神色张皇,shen2 se4 zhang1 huang2,ʂən sɤ ʈʂɑŋ xwɑŋ
神色自若,神色自若,shen2 se4 zi4 ruo4,ʂən sɤ tsɯ ʐwɔ
神聖,神圣,shen2 sheng4,ʂən ʂɤŋ
神態,神态,shen2 tai4,ʂən tʰaɪ
神態畢肖,神态毕肖,shen2 tai4 bi4 xiao4,ʂən tʰaɪ pi ɕjɑʊ
神態自如,神态自如,shen2 tai4 zi4 ru2,ʂən tʰaɪ tsɯ ʐu
神態自若,神态自若,shen2 tai4 zi4 ruo4,ʂən tʰaɪ tsɯ ʐwɔ
神仙,神仙,shen2 xian1,ʂən ɕjɛn
神肖酷似,神肖酷似,shen2 xiao4 ku4 si4,ʂən ɕjɑʊ kʰu sɯ
神州,神州,shen2 zhou1,ʂən ʈʂoʊ
審查,审查,shen3 cha2,ʂən ʈʂʰa
審核,审核,shen3 he2,ʂən xɤ
審理,审理,shen3 li3,ʂən li
審美,审美,shen3 mei3,ʂən mɤ
審美觀,审美观,shen3 mei3 guan1,ʂən mɤ kwan
嬸母,嬸母,shen3 mu3,ʂən mu
審判,审判,shen3 pan4,ʂən pʰan
嬸嬸,婶婶,shen3 shen5,ʂən ʂən
審訊,审讯,shen3 xun4,ʂən ɕyn
審議,审议,shen3 yi4,ʂən i
滲出,渗出,shen4 chu1,ʂən ʈʂʰu
蜃景,蜃景,shen4 jing3,ʂən tɕiŋ
滲入,渗入,shen4 ru4,ʂən ʐu
腎臟,肾脏,shen4 zang4,ʂən tsɑŋ
慎重,慎重,shen4 zhong4,ʂən ʈʂʊŋ
生病,生病,sheng1 bing4,ʂɤŋ piŋ
生不帶來，死不帶去,生不带来，死不带去,sheng1 bu4 dai4 lai2 si3 bu2 dai4 qu4,ʂɤŋ pu taɪ laɪ sɯ pu taɪ tɕʰy
生不逢辰,生不逢辰,sheng1 bu4 feng2 chen2,ʂɤŋ pu fɤŋ ʈʂʰən
生不逢時,生不逢时,sheng1 bu4 feng2 shi2,ʂɤŋ pu fɤŋ ʂɨ
生不如死,生不如死,sheng1 bu4 ru2 si3,ʂɤŋ pu ʐu sɯ
生產,生产,sheng1 chan3,ʂɤŋ ʈʂʰan
生產指標,生产指标,sheng1 chan3 zhi3 biao1,ʂɤŋ ʈʂʰan ʈʂɨ pjɑʊ
聲稱,声称,sheng1 cheng1,ʂɤŋ ʈʂʰɤŋ
牲畜,牲畜,sheng1 chu4,ʂɤŋ ʈʂʰu
生存,生存,sheng1 cun2,ʂɤŋ tsʰwən
聲調,声调,sheng1 diao4,ʂɤŋ tjɑʊ
聲東擊西,声东击西,sheng1 dong1 ji1 xi1,ʂɤŋ tʊŋ tɕi ɕi
生動,生动,sheng1 dong4,ʂɤŋ tʊŋ
生動活潑,生动活泼,sheng1 dong4 huo2 po1,ʂɤŋ tʊŋ xwɔ pʰwɔ
生而有之,生而有之,sheng1 er2 you3 zhi1,ʂɤŋ ɑɻ yoʊ ʈʂɨ
生番,生番,sheng1 fan1,ʂɤŋ fan
升高,升高,sheng1 gao1,ʂɤŋ kɑʊ
生還者,生还者,sheng1 huan2 zhe3,ʂɤŋ xwan ʈʂɤ
生活,生活,sheng1 huo2,ʂɤŋ xwɔ
生活方式,生活方式,sheng1 huo2 fang1 shi4,ʂɤŋ xwɔ fɑŋ ʂɨ
生活費,生活费,sheng1 huo2 fei4,ʂɤŋ xwɔ fɤ
生活貧苦,生活贫苦,sheng1 huo2 pin2 ku3,ʂɤŋ xwɔ pʰin kʰu
生活情趣,生活情趣,sheng1 huo2 qing2 qu4,ʂɤŋ xwɔ tɕʰiŋ tɕʰy
生活奢靡,生活奢靡,sheng1 huo2 she1 mi2,ʂɤŋ xwɔ ʂɤ mi
生活無著,生活无着,sheng1 huo2 wu2 zhuo2,ʂɤŋ xwɔ u ʈʂwɔ
