辦公桌,办公桌,ban4 gong1 zhuo1,pan kʊŋ ʈʂwɔ
辦婚事,办婚事,ban4 hun1 shi4,pan xwən ʂɨ
扮家家酒,扮家家酒,ban4 jia1 jia1 jiu3,pan tɕja tɕja tɕjoʊ
半斤八兩,半斤八两,ban4 jin1 ba1 liang3,pan tɕin pa ljɑŋ
辦離婚,办离婚,ban4 li2 hun1,pan li xwən
辦理,办理,ban4 li3,pan li
辦理公務,办理公务,ban4 li3 gong1 wu4,pan li kʊŋ u
辦利落,办利落,ban4 li4 luo5,pan li lwɔ
伴侶,伴侣,ban4 lv3,pan ly
拌麵,拌面,ban4 mian4,pan mjɛn
半瓶醋,半瓶醋,ban4 ping2 cu4,pan pʰiŋ tsʰu
半球,半球,ban4 qiu2,pan tɕʰjoʊ
辦喪事,办丧事,ban4 sang1 shi4,pan sɑŋ ʂɨ
半晌,半晌,ban4 shang3,pan ʂɑŋ
半身不遂,半身不遂,ban4 shen1 bu4 sui2,pan ʂən pu sweɪ
辦事,办事,ban4 shi4,pan ʂɨ
辦事得力,办事得力,ban4 shi4 de2 li4,pan ʂɨ tɤ li
辦事爽利,办事爽利,ban4 shi4 shuang3 li4,pan ʂɨ ʂwɑŋ li
辦事員,办事员,ban4 shi4 yuan2,pan ʂɨ ɥœn
伴宿,伴宿,ban4 su4,pan su
伴隨,伴随,ban4 sui2,pan sweɪ
半透明,半透明,ban4 tou4 ming2,pan tʰoʊ miŋ
半途而廢,半途而废,ban4 tu2 er2 fei4,pan tʰu ɑɻ fɤ
半推半就,半推半就,ban4 tui1 ban4 jiu4,pan tʰweɪ pan tɕjoʊ
辦妥,办妥,ban4 tuo3,pan tʰwɔ
半信半疑,半信半疑,ban4 xin4 ban4 yi2,pan ɕin pan i
半宿,半宿,ban4 xiu3,pan ɕjoʊ
辦學,办学,ban4 xue2,pan ɕɥœ
扮演,扮演,ban4 yan3,pan jɛn
半製品,半制品,ban4 zhi4 pin3,pan ʈʂɨ pʰin
伴奏,伴奏,ban4 zou4,pan tsoʊ
幫幫忙,帮帮忙,bang1 bang1 mang2,pɑŋ pɑŋ mɑŋ
幫倒忙,帮倒忙,bang1 dao4 mang2,pɑŋ tɑʊ mɑŋ
邦國,邦国,bang1 guo2,pɑŋ kwɔ
幫忙,帮忙,bang1 mang2,pɑŋ mɑŋ
幫派,帮派,bang1 pai4,pɑŋ pʰaɪ
幫派片,帮派片,bang1 pai4 pian4,pɑŋ pʰaɪ pʰjɛn
幫手,帮手,bang1 shou3,pɑŋ ʂoʊ
幫兇,帮凶,bang1 xiong1,pɑŋ ɕjʊŋ
幫助,帮助,bang1 zhu4,pɑŋ ʈʂu
梆子,梆子,bang1 zi5,pɑŋ tsɯ
梆子腔,梆子腔,bang1 zi5 qiang1,pɑŋ tsɯ tɕʰjɑŋ
綁匪,绑匪,bang3 fei3,pɑŋ fɤ
綁架,绑架,bang3 jia4,pɑŋ tɕja
綁架犯,绑架犯,bang3 jia4 fan4,pɑŋ tɕja fan
綁紮,绑扎,bang3 za1,pɑŋ tsa
磅秤,磅秤,bang4 cheng4,pɑŋ ʈʂʰɤŋ
棒槌,棒槌,bang4 chui2,pɑŋ ʈʂʰweɪ
蚌殼,蚌壳,bang4 ke2,pɑŋ kʰɤ
棒球,棒球,bang4 qiu2,pɑŋ tɕʰjoʊ
棒球賽,棒球赛,bang4 qiu2 sai4,pɑŋ tɕʰjoʊ saɪ
傍晚,傍晚,bang4 wan3,pɑŋ wan
棒子麵,棒子面,bang4 zi5 mian4,pɑŋ tsɯ mjɛn
包辦,包办,bao1 ban4,pɑʊ pan
包辦婚姻,包办婚姻,bao1 ban4 hun1 yin1,pɑʊ pan xwən in
褒貶,褒贬,bao1 bian3,pɑʊ pjɛn
包袱,包袱,bao1 fu2,pɑʊ fu
包裹,包裹,bao1 guo3,pɑʊ kwɔ
包含,包含,bao1 han2,pɑʊ xan
包餛飩,包馄饨,bao1 hun2 tun5,pɑʊ xwən tʰwən
包機,包机,bao1 ji1,pɑʊ tɕi
包君滿意,包君满意,bao1 jun1 man3 yi4,pɑʊ tɕyn man i
剝殼,剥壳,bao1 ke2,pɑʊ kʰɤ
包括,包括,bao1 kuo4,pɑʊ kʰwɔ
剝皮,剥皮,bao1 pi2,pɑʊ pʰi
剝蘋果,剥苹果,bao1 ping2 guo3,pɑʊ pʰiŋ kwɔ
胞胎,胞胎,bao1 tai1,pɑʊ tʰaɪ
包圍,包围,bao1 wei2,pɑʊ wɤ
包廂,包厢,bao1 xiang1,pɑʊ ɕjɑŋ
齙牙,龅牙,bao1 ya2,pɑʊ ja
包養,包养,bao1 yang3,pɑʊ jɑŋ
包圓兒,包圆儿,bao1 yuan2 er5,pɑʊ ɥœn ɑɻ
包紮,包扎,bao1 za1,pɑʊ tsa
包裝,包装,bao1 zhuang1,pɑʊ ʈʂwɑŋ
孢子,孢子,bao1 zi5,pɑʊ tsɯ
薄薄,薄薄,bao2 bao2,pɑʊ pɑʊ
薄餅,薄饼,bao2 bing3,pɑʊ piŋ
薄片,薄片,bao2 pian4,pɑʊ pʰjɛn
寶寶,宝宝,bao3 bao3,pɑʊ pɑʊ
寶貝,宝贝,bao3 bei4,pɑʊ bɤ
保鏢,保镖,bao3 biao1,pɑʊ pjɑʊ
寶剎,宝刹,bao3 cha4,pɑʊ ʈʂʰa
保持,保持,bao3 chi2,pɑʊ ʈʂʰɨ
保持沉默,保持沉默,bao3 chi2 chen2 mo4,pɑʊ ʈʂʰɨ ʈʂʰən mwɔ
保持冷靜,保持冷静,bao3 chi2 leng3 jing4,pɑʊ ʈʂʰɨ lɤŋ tɕiŋ
寶貴,宝贵,bao3 gui4,pɑʊ kweɪ
飽漢不知餓漢飢,饱汉不知饿汉饥,bao3 han4 bu4 zhi1 e4 han4 ji1,pɑʊ xan pu ʈʂɨ ɤ xan tɕi
飽和,饱和,bao3 he2,pɑʊ xɤ
飽和烴,饱和烃,bao3 he2 ting1,pɑʊ xɤ tʰiŋ
保護,保护,bao3 hu4,pɑʊ xu
飽經風霜,饱经风霜,bao3 jing1 feng1 shuang1,pɑʊ tɕiŋ fɤŋ ʂwɑŋ
寶庫,宝库,bao3 ku4,pɑʊ kʰu
堡壘,堡垒,bao3 lei3,pɑʊ lɤ
保留,保留,bao3 liu2,pɑʊ ljoʊ
飽滿,饱满,bao3 man3,pɑʊ man
保密,保密,bao3 mi4,pɑʊ mi
保姆,保姆,bao3 mu3,pɑʊ mu
鴇母,鸨母,bao3 mu3,pɑʊ mu
保人,保人,bao3 ren2,pɑʊ ʐən
保守,保守,bao3 shou3,pɑʊ ʂoʊ
飽受折磨,饱受折磨,bao3 shou4 zhe2 mo2,pɑʊ ʂoʊ ʈʂɤ mwɔ
寶塔,宝塔,bao3 ta3,pɑʊ tʰa
寶特瓶,宝特瓶,bao3 te4 ping2,pɑʊ tʰɤ pʰiŋ
寶特瓶蓋,宝特瓶盖,bao3 te4 ping2 gai4,pɑʊ tʰɤ pʰiŋ kaɪ
保衛,保卫,bao3 wei4,pɑʊ wɤ
保險,保险,bao3 xian3,pɑʊ ɕjɛn
保險費,保险费,bao3 xian3 fei4,pɑʊ ɕjɛn fɤ
保險絲,保险丝,bao3 xian3 si1,pɑʊ ɕjɛn sɯ
保險套,保险套,bao3 xian3 tao4,pɑʊ ɕjɛn tʰɑʊ
保險箱,保险箱,bao3 xian3 xiang1,pɑʊ ɕjɛn ɕjɑŋ
保業守成,保业守成,bao3 ye4 shou3 cheng2,pɑʊ jɛ ʂoʊ ʈʂʰɤŋ
保佑,保佑,bao3 you4,pɑʊ yoʊ
寶藏,宝藏,bao3 zang4,pɑʊ tsɑŋ
保障,保障,bao3 zhang4,pɑʊ ʈʂɑŋ
保證,保证,bao3 zheng4,pɑʊ ʈʂɤŋ
寶中之寶,宝中之宝,bao3 zhong1 zhi1 bao3,pɑʊ ʈʂʊŋ ʈʂɨ pɑʊ
保住烏紗帽,保住乌纱帽,bao3 zhu4 wu1 sha1 mao4,pɑʊ ʈʂu u ʂa mɑʊ
刨冰,刨冰,bao4 bing1,pɑʊ piŋ
爆衝突,爆冲突,bao4 chong1 tu1,pɑʊ ʈʂʰʊŋ tʰu
報仇,报仇,bao4 chou2,pɑʊ ʈʂʰoʊ
報酬,报酬,bao4 chou2,pɑʊ ʈʂʰoʊ
刨床,刨床,bao4 chuang2,pɑʊ ʈʂʰwɑŋ
暴打,暴打,bao4 da3,pɑʊ ta
刨刀,刨刀,bao4 dao1,pɑʊ tɑʊ
報導,报导,bao4 dao3,pɑʊ tɑʊ
報道,报道,bao4 dao4,pɑʊ tɑʊ
暴跌,暴跌,bao4 die1,pɑʊ tjɛ
暴動喧鬧,暴动喧闹,bao4 dong4 xuan1 nao4,pɑʊ tʊŋ ɕɥœn nɑʊ
爆發,爆发,bao4 fa1,pɑʊ fa
暴風雪,暴风雪,bao4 feng1 xue3,pɑʊ fɤŋ ɕɥœ
暴風雨,暴风雨,bao4 feng1 yu3,pɑʊ fɤŋ y
報復,报复,bao4 fu4,pɑʊ fu
抱負,抱负,bao4 fu4,pɑʊ fu
報告,报告,bao4 gao4,pɑʊ kɑʊ
刨花,刨花,bao4 hua1,pɑʊ xwa
報警,报警,bao4 jing3,pɑʊ tɕiŋ
暴君,暴君,bao4 jun1,pɑʊ tɕyn
暴力,暴力,bao4 li4,pɑʊ li
暴戾,暴戾,bao4 li4,pɑʊ li
暴戾恣睢,暴戾恣睢,bao4 li4 zi4 sui1,pɑʊ li tsɯ sweɪ
爆料,爆料,bao4 liao4,pɑʊ ljɑʊ
暴露,暴露,bao4 lu4,pɑʊ lu
暴露目標,暴露目标,bao4 lu4 mu4 biao1,pɑʊ lu mu pjɑʊ
暴露文學,暴露文学,bao4 lu4 wen2 xue2,pɑʊ lu wən ɕɥœ
暴露無遺,暴露无遗,bao4 lu4 wu2 yi2,pɑʊ lu u i
暴米花,暴米花,bao4 mi3 hua1,pɑʊ mi xwa
爆米花,爆米花,bao4 mi3 hua1,pɑʊ mi xwa
報名,报名,bao4 ming2,pɑʊ miŋ
刨木板,刨木板,bao4 mu4 ban3,pɑʊ mu pan
暴虐,暴虐,bao4 nue4,pɑʊ nu ɤ
刨平,刨平,bao4 ping2,pɑʊ pʰiŋ
爆破,爆破,bao4 po4,pɑʊ pʰwɔ
爆破炸彈,爆破炸弹,bao4 po4 zha4 dan4,pɑʊ pʰwɔ ʈʂa tan
抱樸,抱朴,bao4 pu3,pɑʊ pʰu
抱歉,抱歉,bao4 qian4,pɑʊ tɕʰjɛn
豹死留皮，人死留名,豹死留皮，人死留名,bao4 si3 liu2 pi2 ren2 si3 liu2 ming2,pɑʊ sɯ ljoʊ pʰi ʐən sɯ ljoʊ miŋ
暴殄天物,暴殄天物,bao4 tian3 tian1 wu4,pɑʊ tʰjɛn tʰjɛn u
暴跳如雷,暴跳如雷,bao4 tiao4 ru2 lei2,pɑʊ tʰjɑʊ ʐu lɤ
豹紋,豹纹,bao4 wen2,pɑʊ wən
報喜不報憂,报喜不报忧,bao4 xi3 bu2 bao4 you1,pɑʊ ɕi pu pɑʊ yoʊ
報銷差旅費,报销差旅费,bao4 xiao1 chai1 lv3 fei4,pɑʊ ɕjɑʊ ʈʂʰaɪ ly fɤ
爆笑,爆笑,bao4 xiao4,pɑʊ ɕjɑʊ
報業,报业,bao4 ye4,pɑʊ jɛ
鮑魚,鲍鱼,bao4 yu2,pɑʊ y
暴雨,暴雨,bao4 yu3,pɑʊ y
抱怨,抱怨,bao4 yuan4,pɑʊ ɥœn
報載,报载,bao4 zai3,pɑʊ tsaɪ
暴躁,暴躁,bao4 zao4,pɑʊ tsɑʊ
爆炸,爆炸,bao4 zha4,pɑʊ ʈʂa
爆仗,爆仗,bao4 zhang5,pɑʊ ʈʂɑŋ
暴政,暴政,bao4 zheng4,pɑʊ ʈʂɤŋ
報紙,报纸,bao4 zhi3,pɑʊ ʈʂɨ
報紙發行商,报纸发行商,bao4 zhi3 fa1 xing2 shang1,pɑʊ ʈʂɨ fa ɕiŋ ʂɑŋ
爆竹,爆竹,bao4 zhu2,pɑʊ ʈʂu
刨子,刨子,bao4 zi5,pɑʊ tsɯ
悲哀,悲哀,bei1 ai1,bɤ aɪ
卑鄙,卑鄙,bei1 bi3,bɤ pi
悲慘,悲惨,bei1 can3,bɤ tsʰan
悲愴,悲怆,bei1 chuang4,bɤ ʈʂʰwɑŋ
悲愴淒涼,悲怆凄凉,bei1 chuang4 qi1 liang2,bɤ ʈʂʰwɑŋ tɕʰi ljɑŋ
悲憤填膺,悲愤填膺,bei1 fen4 tian2 ying1,bɤ fən tʰjɛn iŋ
杯葛,杯葛,bei1 ge2,bɤ kɤ
杯弓蛇影,杯弓蛇影,bei1 gong1 she2 ying3,bɤ kʊŋ ʂɤ iŋ
悲觀,悲观,bei1 guan1,bɤ kwan
揹黑鍋,背黑锅,bei1 hei1 guo1,bɤ xɤ kwɔ
悲歡離合,悲欢离合,bei1 huan1 li2 he2,bɤ xwan li xɤ
悲劇,悲剧,bei1 ju4,bɤ tɕy
卑劣,卑劣,bei1 lie4,bɤ ljɛ
悲戚,悲戚,bei1 qi1,bɤ tɕʰi
悲切,悲切,bei1 qie4,bɤ tɕʰjɛ
悲傷,悲伤,bei1 shang1,bɤ ʂɑŋ
揹書,背书,bei1 shu1,bɤ ʂu
揹書包,背书包,bei1 shu1 bao1,bɤ ʂu pɑʊ
杯水車薪,杯水车薪,bei1 shui3 che1 xin1,bɤ ʂweɪ ʈʂʰɤ ɕin
碑帖,碑帖,bei1 tie4,bɤ tʰjɛ
悲慟,悲恸,bei1 tong4,bɤ tʰʊŋ
卑微,卑微,bei1 wei1,bɤ wɤ
卑微,卑微,bei1 wei1,bɤ wɤ
碑文,碑文,bei1 wen2,bɤ wən
杯子,杯子,bei1 zi5,bɤ tsɯ
北邊,北边,bei3 bian1,bɤ pjɛn
北部,北部,bei3 bu4,bɤ pu
北斗星,北斗星,bei3 dou3 xing1,bɤ toʊ ɕiŋ
北方,北方,bei3 fang1,bɤ fɑŋ
北國風光,北国风光,bei3 guo2 feng1 guang1,bɤ kwɔ fɤŋ kwɑŋ
北極,北极,bei3 ji2,bɤ tɕi
北極熊,北极熊,bei3 ji2 xiong2,bɤ tɕi ɕjʊŋ
北京話,北京话,bei3 jing1 hua4,bɤ tɕiŋ xwa
備案,备案,bei4 an4,bɤ an
背包,背包,bei4 bao1,bɤ pɑʊ
悖暴,悖暴,bei4 bao4,bɤ pɑʊ
被捕入獄,被捕入狱,bei4 bu3 ru4 yu4,bɤ pu ʐu y
焙茶,焙茶,bei4 cha2,bɤ ʈʂʰa
被稱為,被称为,bei4 cheng1 wei2,bɤ ʈʂʰɤŋ wɤ
輩出,辈出,bei4 chu1,bɤ ʈʂʰu
被單,被单,bei4 dan1,bɤ tan
被盜,被盗,bei4 dao4,bɤ tɑʊ
被動,被动,bei4 dong4,bɤ tʊŋ
被俘,被俘,bei4 fu2,bɤ fu
被覆,被覆,bei4 fu4,bɤ fu
焙乾,焙干,bei4 gan1,bɤ kan
被告,被告,bei4 gao4,bɤ kɑʊ
被害,被害,bei4 hai4,bɤ xaɪ
被害人,被害人,bei4 hai4 ren2,bɤ xaɪ ʐən
輩行,辈行,bei4 hang2,bɤ xɑŋ
背後,背后,bei4 hou4,bɤ xoʊ
悖晦,悖晦,bei4 hui5,bɤ xweɪ
背悔,背悔,bei4 hui5,bɤ xweɪ
背晦,背晦,bei4 hui5,bɤ xweɪ
被擊斃,被击毙,bei4 ji1 bi4,bɤ tɕi pi
背脊,背脊,bei4 ji3,bɤ tɕi
被記過,被记过,bei4 ji4 guo4,bɤ tɕi kwɔ
被劫持,被劫持,bei4 jie2 chi2,bɤ tɕjɛ ʈʂʰɨ
背景,背景,bei4 jing3,bɤ tɕiŋ
背井離鄉,背井离乡,bei4 jing3 li2 xiang1,bɤ tɕiŋ li ɕjɑŋ
貝殼,贝壳,bei4 ke2,bɤ kʰɤ
被困,被困,bei4 kun4,bɤ kʰwən
蓓蕾,蓓蕾,bei4 lei3,bɤ lɤ
貝蕾帽,贝蕾帽,bei4 lei3 mao4,bɤ lɤ mɑʊ
被列入,被列入,bei4 lie4 ru4,bɤ ljɛ ʐu
悖論,悖论,bei4 lun4,bɤ lwən
悖謾,悖谩,bei4 man4,bɤ man
悖耄,悖耄,bei4 mao4,bɤ mɑʊ
背叛,背叛,bei4 pan4,bɤ pʰan
被判死刑,被判死刑,bei4 pan4 si3 xing2,bɤ pʰan sɯ ɕiŋ
被騙,被骗,bei4 pian4,bɤ pʰjɛn
被騙了,被骗了,bei4 pian4 le5,bɤ pʰjɛn lɤ
被評為,被评为,bei4 ping2 wei2,bɤ pʰiŋ wɤ
被迫,被迫,bei4 po4,bɤ pʰwɔ
背鰭,背鳍,bei4 qi2,bɤ tɕʰi
被歧視,被歧视,bei4 qi2 shi4,bɤ tɕʰi ʂɨ
被槍斃,被枪毙,bei4 qiang1 bi4,bɤ tɕʰjɑŋ pi
被搶,被抢,bei4 qiang3,bɤ tɕʰjɑŋ
備取,备取,bei4 qu3,bɤ tɕʰy
被褥,被褥,bei4 ru4,bɤ ʐu
焙燒,焙烧,bei4 shao1,bɤ ʂɑʊ
被視為,被视为,bei4 shi4 wei2,bɤ ʂɨ wɤ
備受,备受,bei4 shou4,bɤ ʂoʊ
備受爭議,备受争议,bei4 shou4 zheng1 yi4,bɤ ʂoʊ ʈʂɤŋ i
背水一戰,背水一战,bei4 shui3 yi2 zhan4,bɤ ʂweɪ i ʈʂan
備胎,备胎,bei4 tai1,bɤ tʰaɪ
被提及,被提及,bei4 ti2 ji2,bɤ tʰi tɕi
被提名,被提名,bei4 ti2 ming2,bɤ tʰi miŋ
被偷,被偷,bei4 tou1,bɤ tʰoʊ
悖惘,悖惘,bei4 wang3,bɤ wɑŋ
備忘,备忘,bei4 wang4,bɤ wɑŋ
悖妄,悖妄,bei4 wang4,bɤ wɑŋ
備忘錄,备忘录,bei4 wang4 lu4,bɤ wɑŋ lu
被窩,被窝,bei4 wo1,bɤ wɔ
背心,背心,bei4 xin1,bɤ ɕin
背信棄義,背信弃义,bei4 xin4 qi4 yi4,bɤ ɕin tɕʰi i
悖言,悖言,bei4 yan2,bɤ jɛn
被腰斬,被腰斩,bei4 yao1 zhan3,bɤ jɑʊ ʈʂan
備用,备用,bei4 yong4,bɤ yʊŋ
備用鑰匙,备用钥匙,bei4 yong4 yao4 shi5,bɤ yʊŋ jɑʊ ʂɨ
備戰,备战,bei4 zhan4,bɤ ʈʂan
備至,备至,bei4 zhi4,bɤ ʈʂɨ
備註,备注,bei4 zhu4,bɤ ʈʂu
被抓,被抓,bei4 zhua1,bɤ ʈʂwa
被子植物,被子植物,bei4 zi3 zhi2 wu4,bɤ tsɯ ʈʂɨ u
被子,被子,bei4 zi5,bɤ tsɯ
輩子,辈子,bei4 zi5,bɤ tsɯ
奔波,奔波,ben1 bo1,pən pwɔ
奔馳,奔驰,ben1 chi2,pən ʈʂʰɨ
奔雷,奔雷,ben1 lei2,pən lɤ
賁門,贲门,ben1 men2,pən mən
賁石,贲石,ben1 shi2,pən ʂɨ
賁士,贲士,ben1 shi4,pən ʂɨ
奔騰,奔腾,ben1 teng2,pən tʰɤŋ
賁育,贲育,ben1 yu4,pən y
賁張,贲张,ben1 zhang1,pən ʈʂɑŋ
奔走,奔走,ben1 zou3,pən tsoʊ
本地,本地,ben3 di4,pən ti
本地口音,本地口音,ben3 di4 kou3 yin1,pən ti kʰoʊ in
本地人,本地人,ben3 di4 ren2,pən ti ʐən
本地人,本地人,ben3 di4 ren2,pən ti ʐən
苯酚,苯酚,ben3 fen1,pən fən
本國,本国,ben3 guo2,pən kwɔ
畚箕,畚箕,ben3 ji1,pən tɕi
本家,本家,ben3 jia1,pən tɕja
本來,本来,ben3 lai2,pən laɪ
本來面目,本来面目,ben3 lai2 mian4 mu4,pən laɪ mjɛn mu
本末倒置,本末倒置,ben3 mo4 dao4 zhi4,pən mwɔ tɑʊ ʈʂɨ
本人,本人,ben3 ren2,pən ʐən
本身,本身,ben3 shen1,pən ʂən
本息,本息,ben3 xi1,pən ɕi
本性,本性,ben3 xing4,pən ɕiŋ
本性難改,本性难改,ben3 xing4 nan2 gai3,pən ɕiŋ nan kaɪ
苯乙烯,苯乙烯,ben3 yi3 xi1,pən i ɕi
本義,本义,ben3 yi4,pən i
笨手笨腳,笨手笨脚,ben4 shou3 ben4 jiao3,pən ʂoʊ pən tɕjɑʊ
笨頭笨腦,笨头笨脑,ben4 tou2 ben4 nao3,pən tʰoʊ pən nɑʊ
笨拙,笨拙,ben4 zhuo1,pən ʈʂwɔ
繃帶,绷带,beng1 dai4,pɤŋ taɪ
繃緊,绷紧,beng1 jin3,pɤŋ tɕin
崩潰,崩溃,beng1 kui4,pɤŋ kʰweɪ
繃臉,绷脸,beng1 lian3,pɤŋ ljɛn
崩症,崩症,beng1 zheng4,pɤŋ ʈʂɤŋ
甭管,甭管,beng2 guan3,pɤŋ kwan
甭客氣,甭客气,beng2 ke4 qi5,pɤŋ kʰɤ tɕʰi
蹦蹦跳跳,蹦蹦跳跳,beng4 beng4 tiao4 tiao4,pɤŋ pɤŋ tʰjɑʊ tʰjɑʊ
繃脆,绷脆,beng4 cui4,pɤŋ tsʰweɪ
蹦躂,蹦跶,beng4 da5,pɤŋ ta
迸發,迸发,beng4 fa1,pɤŋ fa
迸濺,迸溅,beng4 jian4,pɤŋ tɕjɛn
繃亮,绷亮,beng4 liang4,pɤŋ ljɑŋ
迸裂,迸裂,beng4 lie4,pɤŋ ljɛ
繃硬,绷硬,beng4 ying4,pɤŋ iŋ
繃直,绷直,beng4 zhi2,pɤŋ ʈʂɨ
鏰子,镚子,beng4 zi5,pɤŋ tsɯ
逼供,逼供,bi1 gong4,pi kʊŋ
逼近,逼近,bi1 jin4,pi tɕin
逼迫,逼迫,bi1 po4,pi pʰwɔ
逼人,逼人,bi1 ren2,pi ʐən
逼人太甚,逼人太甚,bi1 ren2 tai4 shen4,pi ʐən tʰaɪ ʂən
逼上樑山,逼上樑山,bi1 shang4 liang2 shan1,pi ʂɑŋ ljɑŋ ʂan
逼真,逼真,bi1 zhen1,pi ʈʂən
鼻尖,鼻尖,bi2 jian1,pi tɕjɛn
鼻梁,鼻梁,bi2 liang2,pi ljɑŋ
鼻毛,鼻毛,bi2 mao2,pi mɑʊ
荸薺,荸荠,bi2 qi5,pi tɕʰi
鼻涕蟲,鼻涕虫,bi2 ti1 chong2,pi tʰi ʈʂʰʊŋ
鼻涕,鼻涕,bi2 ti4,pi tʰi
鼻頭,鼻头,bi2 tou2,pi tʰoʊ
鼻息,鼻息,bi2 xi1,pi ɕi
鼻翼,鼻翼,bi2 yi4,pi i
鼻子,鼻子,bi2 zi5,pi tsɯ
鼻子一酸,鼻子一酸,bi2 zi5 yi4 suan1,pi tsɯ i swan
鼻祖,鼻祖,bi2 zu3,pi tsu
彼岸,彼岸,bi3 an4,pi an
比不上,比不上,bi3 bu5 shang4,pi pu ʂɑŋ
彼此,彼此,bi3 ci3,pi tsʰɯ
吡啶,吡啶,bi3 ding4,pi tiŋ
比方說,比方说,bi3 fang1 shuo1,pi fɑŋ ʂwɔ
比分,比分,bi3 fen1,pi fən
比附,比附,bi3 fu4,pi fu
筆桿,笔杆,bi3 gan3,pi kan
筆供,笔供,bi3 gong4,pi kʊŋ
秕穀子,秕谷子,bi3 gu3 zi5,pi ku tsɯ
筆畫,笔画,bi3 hua4,pi xwa
筆記,笔记,bi3 ji4,pi tɕi
筆記本,笔记本,bi3 ji4 ben3,pi tɕi pən
筆尖,笔尖,bi3 jian1,pi tɕjɛn
比較,比较,bi3 jiao4,pi tɕjɑʊ
秕糠,秕糠,bi3 kang1,pi kʰɑŋ
秕粒,秕粒,bi3 li4,pi li
筆力蒼勁,笔力苍劲,bi3 li4 cang1 jing4,pi li tsʰɑŋ tɕiŋ
吡咯,吡咯,bi3 luo4,pi lwɔ
比率,比率,bi3 lv4,pi ly
筆帽,笔帽,bi3 mao4,pi mɑʊ
筆墨,笔墨,bi3 mo4,pi mwɔ
比拼,比拼,bi3 pin1,pi pʰin
比如,比如,bi3 ru2,pi ʐu
比賽,比赛,bi3 sai4,pi saɪ
比上不足，比下有餘,比上不足，比下有余,bi3 shang4 bu4 zu2 bi3 xia4 you3 yu2,pi ʂɑŋ pu tsu pi ɕja yoʊ y
鄙視,鄙视,bi3 shi4,pi ʂɨ
匕首,匕首,bi3 shou3,pi ʂoʊ
比手畫腳,比手画脚,bi3 shou3 hua4 jiao3,pi ʂoʊ xwa tɕjɑʊ
筆挺,笔挺,bi3 ting3,pi tʰiŋ
筆筒,笔筒,bi3 tong3,pi tʰʊŋ
匹休,匹休,bi3 xiu1,pi ɕjoʊ
鄙夷,鄙夷,bi3 yi2,pi i
彼一時此一時,彼一时此一时,bi3 yi4 shi2 ci3 yi4 shi2,pi i ʂɨ tsʰɯ i ʂɨ
筆意縱橫,笔意纵横,bi3 yi4 zong4 heng2,pi i tsʊŋ xɤŋ
筆友,笔友,bi3 you3,pi yoʊ
比喻,比喻,bi3 yu4,pi y
比喻失當,比喻失当,bi3 yu4 shi1 dang4,pi y ʂɨ tɑŋ
筆者,笔者,bi3 zhe3,pi ʈʂɤ
秕政,秕政,bi3 zheng4,pi ʈʂɤŋ
筆直,笔直,bi3 zhi2,pi ʈʂɨ
秕子,秕子,bi3 zi5,pi tsɯ
狴犴,狴犴,bi4 an4,pi an
蓽茇,荜茇,bi4 ba2,pi pa
臂膀,臂膀,bi4 bang3,pi pɑŋ
弊病,弊病,bi4 bing4,pi piŋ
馝馞,馝馞,bi4 bo2,pi pwɔ
必不可少,必不可少,bi4 bu4 ke3 shao3,pi pu kʰɤ ʂɑʊ
壁櫥,壁橱,bi4 chu2,pi ʈʂʰu
必讀,必读,bi4 du2,pi tu
弊端,弊端,bi4 duan1,pi twan
避風港,避风港,bi4 feng1 gang3,pi fɤŋ kɑŋ
壁虎,壁虎,bi4 hu3,pi xu
庇護,庇护,bi4 hu4,pi xu
賁華,贲华,bi4 hua1,pi xwa
賁齎,贲赍,bi4 ji1,pi tɕi
畢竟,毕竟,bi4 jing4,pi tɕiŋ
痺厥,痹厥,bi4 jue2,pi tɕɥœ
避開,避开,bi4 kai1,pi kʰaɪ
斃了,毙了,bi4 le5,pi lɤ
壁壘,壁垒,bi4 lei3,pi lɤ
觱篥,觱篥,bi4 li4,pi li
賁臨,贲临,bi4 lin2,pi lin
壁爐,壁炉,bi4 lu2,pi lu
秘魯,秘鲁,bi4 lu3,pi lu
篳路藍縷,筚路蓝缕,bi4 lu4 lan2 lv3,pi lu lan ly
碧綠,碧绿,bi4 lv4,pi ly
閉門,闭门,bi4 men2,pi mən
閉門羹,闭门羹,bi4 men2 geng1,pi mən kɤŋ
避免,避免,bi4 mian3,pi mjɛn
閉目塞聽,闭目塞听,bi4 mu4 se4 ting1,pi mu sɤ tʰiŋ
閉目養神,闭目养神,bi4 mu4 yang3 shen2,pi mu jɑŋ ʂən
避難所,避难所,bi4 nan4 suo3,pi nan swɔ
婢女,婢女,bi4 nv3,pi ny
必然,必然,bi4 ran2,pi ʐan
賁然,贲然,bi4 ran2,pi ʐan
敝人,敝人,bi4 ren2,pi ʐən
賁如,贲如,bi4 ru2,pi ʐu
閉上眼睛,闭上眼睛,bi4 shang4 yan3 jing5,pi ʂɑŋ jɛn tɕiŋ
壁蝨,壁虱,bi4 shi1,pi ʂɨ
必死無疑,必死无疑,bi4 si3 wu2 yi2,pi sɯ u i
痺頑,痹顽,bi4 wan2,pi wan
敝屣,敝屣,bi4 xi3,pi ɕi
贔屭,赑屃,bi4 xi4,pi ɕi
